year,election,wilaya,moughataa,commune,candidate,registered_voters,nb_null_votes,nb_neutral_votes,nb_votes
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Parti HIWAR,4912,835,3,20
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Parti Mauritanien pour l'Union et le Changement (HATEM),4912,835,3,111
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),4912,835,3,12
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Parti Républicain pour la Démocratie et le Renouveau (PRDR),4912,835,3,22
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Parti SAWAB (SAWAB),4912,835,3,9
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Parti de la Construction et du Progrès (PCP),4912,835,3,34
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Parti de l’Unité et du Développement (PUD),4912,835,3,10
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Parti des Masses Mauritaniennes (PMM),4912,835,3,215
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Parti le centre par L’action et pour le Progres (LE CAP),4912,835,3,13
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Parti «El Islah» (El Islah),4912,835,3,23
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Parti «Ravah» (RAVAH),4912,835,3,10
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Rassemblement National pour la Réforme et le Développement (Tewassoul),4912,835,3,26
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Rassemblement des Forces Démocratiques (RFD),4912,835,3,4
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Sursaut de la Jeunesse pour la Nation (SJN),4912,835,3,2
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Union des Forces de Progrès (UFP),4912,835,3,17
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Union pour la Démocratie et le Progrès (UDP),4912,835,3,539
2023,Législatives nationales des femmes,Hodh El Gharbi,Kobeni,Voullaniya,Union pour la Planification et la Construction (UPC),4912,835,3,6
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Alliance Populaire Progressiste (APP),1787,470,26,1
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),1787,470,26,0
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,NIDA ELWATAN (NIDA ELWATAN),1787,470,26,8
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti Alliance Nationale Démocratique (AND),1787,470,26,17
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti EL INSAF,1787,470,26,304
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti EL VADILA (EL VADILA),1787,470,26,13
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti El Karama (El Karama),1787,470,26,62
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),1787,470,26,6
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti HIWAR,1787,470,26,9
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti Mauritanien pour l'Union et le Changement (HATEM),1787,470,26,65
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),1787,470,26,14
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti Républicain pour la Démocratie et le Renouveau (PRDR),1787,470,26,3
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti SAWAB (SAWAB),1787,470,26,0
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti de la Construction et du Progrès (PCP),1787,470,26,11
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti de l’Unité et du Développement (PUD),1787,470,26,8
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti des Masses Mauritaniennes (PMM),1787,470,26,3
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti le centre par L’action et pour le Progres (LE CAP),1787,470,26,6
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti «El Islah» (El Islah),1787,470,26,137
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Parti «Ravah» (RAVAH),1787,470,26,2
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Rassemblement National pour la Réforme et le Développement (Tewassoul),1787,470,26,47
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Rassemblement des Forces Démocratiques (RFD),1787,470,26,4
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Sursaut de la Jeunesse pour la Nation (SJN),1787,470,26,2
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Union des Forces de Progrès (UFP),1787,470,26,2
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Union pour la Démocratie et le Progrès (UDP),1787,470,26,195
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,El Mabrouk,Union pour la Planification et la Construction (UPC),1787,470,26,5
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Alliance Populaire Progressiste (APP),4155,2196,10,2
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),4155,2196,10,0
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,NIDA ELWATAN (NIDA ELWATAN),4155,2196,10,3
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti Alliance Nationale Démocratique (AND),4155,2196,10,4
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti EL INSAF,4155,2196,10,611
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti EL VADILA (EL VADILA),4155,2196,10,8
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti El Karama (El Karama),4155,2196,10,4
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),4155,2196,10,15
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti HIWAR,4155,2196,10,8
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti Mauritanien pour l'Union et le Changement (HATEM),4155,2196,10,149
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),4155,2196,10,1
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti Républicain pour la Démocratie et le Renouveau (PRDR),4155,2196,10,17
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti SAWAB (SAWAB),4155,2196,10,11
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti de la Construction et du Progrès (PCP),4155,2196,10,11
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti de l’Unité et du Développement (PUD),4155,2196,10,3
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti des Masses Mauritaniennes (PMM),4155,2196,10,32
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti le centre par L’action et pour le Progres (LE CAP),4155,2196,10,8
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti «El Islah» (El Islah),4155,2196,10,196
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Parti «Ravah» (RAVAH),4155,2196,10,1
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Rassemblement National pour la Réforme et le Développement (Tewassoul),4155,2196,10,99
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Rassemblement des Forces Démocratiques (RFD),4155,2196,10,4
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Sursaut de la Jeunesse pour la Nation (SJN),4155,2196,10,1
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Union des Forces de Progrès (UFP),4155,2196,10,14
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Union pour la Démocratie et le Progrès (UDP),4155,2196,10,58
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Guetae Teidoume,Union pour la Planification et la Construction (UPC),4155,2196,10,5
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Alliance Populaire Progressiste (APP),4217,606,14,3
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),4217,606,14,0
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,NIDA ELWATAN (NIDA ELWATAN),4217,606,14,4
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti Alliance Nationale Démocratique (AND),4217,606,14,11
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti EL INSAF,4217,606,14,1321
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti EL VADILA (EL VADILA),4217,606,14,4
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti El Karama (El Karama),4217,606,14,11
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),4217,606,14,4
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti HIWAR,4217,606,14,25
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti Mauritanien pour l'Union et le Changement (HATEM),4217,606,14,190
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),4217,606,14,5
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti Républicain pour la Démocratie et le Renouveau (PRDR),4217,606,14,11
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti SAWAB (SAWAB),4217,606,14,56
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti de la Construction et du Progrès (PCP),4217,606,14,12
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti de l’Unité et du Développement (PUD),4217,606,14,22
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti des Masses Mauritaniennes (PMM),4217,606,14,126
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti le centre par L’action et pour le Progres (LE CAP),4217,606,14,4
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti «El Islah» (El Islah),4217,606,14,37
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Parti «Ravah» (RAVAH),4217,606,14,9
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Rassemblement National pour la Réforme et le Développement (Tewassoul),4217,606,14,492
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Rassemblement des Forces Démocratiques (RFD),4217,606,14,4
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Sursaut de la Jeunesse pour la Nation (SJN),4217,606,14,3
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Union des Forces de Progrès (UFP),4217,606,14,42
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Union pour la Démocratie et le Progrès (UDP),4217,606,14,375
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Radhi,Union pour la Planification et la Construction (UPC),4217,606,14,6
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Alliance Populaire Progressiste (APP),5752,659,57,3
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),5752,659,57,2
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,NIDA ELWATAN (NIDA ELWATAN),5752,659,57,6
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti Alliance Nationale Démocratique (AND),5752,659,57,10
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti EL INSAF,5752,659,57,1577
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti EL VADILA (EL VADILA),5752,659,57,7
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti El Karama (El Karama),5752,659,57,7
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),5752,659,57,5
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti HIWAR,5752,659,57,16
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti Mauritanien pour l'Union et le Changement (HATEM),5752,659,57,849
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),5752,659,57,8
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti Républicain pour la Démocratie et le Renouveau (PRDR),5752,659,57,5
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti SAWAB (SAWAB),5752,659,57,8
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti de la Construction et du Progrès (PCP),5752,659,57,248
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti de l’Unité et du Développement (PUD),5752,659,57,1
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti des Masses Mauritaniennes (PMM),5752,659,57,21
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti le centre par L’action et pour le Progres (LE CAP),5752,659,57,12
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti «El Islah» (El Islah),5752,659,57,181
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Parti «Ravah» (RAVAH),5752,659,57,6
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Rassemblement National pour la Réforme et le Développement (Tewassoul),5752,659,57,263
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Rassemblement des Forces Démocratiques (RFD),5752,659,57,3
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Sursaut de la Jeunesse pour la Nation (SJN),5752,659,57,2
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Union des Forces de Progrès (UFP),5752,659,57,20
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Union pour la Démocratie et le Progrès (UDP),5752,659,57,195
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Sava,Union pour la Planification et la Construction (UPC),5752,659,57,6
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Alliance Populaire Progressiste (APP),4510,1729,16,2
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),4510,1729,16,2
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,NIDA ELWATAN (NIDA ELWATAN),4510,1729,16,15
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti Alliance Nationale Démocratique (AND),4510,1729,16,82
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti EL INSAF,4510,1729,16,414
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti EL VADILA (EL VADILA),4510,1729,16,17
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti El Karama (El Karama),4510,1729,16,25
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),4510,1729,16,23
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti HIWAR,4510,1729,16,20
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti Mauritanien pour l'Union et le Changement (HATEM),4510,1729,16,159
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),4510,1729,16,6
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti Républicain pour la Démocratie et le Renouveau (PRDR),4510,1729,16,10
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti SAWAB (SAWAB),4510,1729,16,13
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti de la Construction et du Progrès (PCP),4510,1729,16,79
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti de l’Unité et du Développement (PUD),4510,1729,16,71
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti des Masses Mauritaniennes (PMM),4510,1729,16,11
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti le centre par L’action et pour le Progres (LE CAP),4510,1729,16,6
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti «El Islah» (El Islah),4510,1729,16,298
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Parti «Ravah» (RAVAH),4510,1729,16,25
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Rassemblement National pour la Réforme et le Développement (Tewassoul),4510,1729,16,118
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Rassemblement des Forces Démocratiques (RFD),4510,1729,16,11
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Sursaut de la Jeunesse pour la Nation (SJN),4510,1729,16,2
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Union des Forces de Progrès (UFP),4510,1729,16,24
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Union pour la Démocratie et le Progrès (UDP),4510,1729,16,20
2023,Législatives nationales des femmes,Hodh El Gharbi,Tamchekett,Tamcheket,Union pour la Planification et la Construction (UPC),4510,1729,16,152
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Alliance Populaire Progressiste (APP),6013,1999,95,26
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),6013,1999,95,2
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,NIDA ELWATAN (NIDA ELWATAN),6013,1999,95,20
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti Alliance Nationale Démocratique (AND),6013,1999,95,9
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti EL INSAF,6013,1999,95,731
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti EL VADILA (EL VADILA),6013,1999,95,70
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti El Karama (El Karama),6013,1999,95,26
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),6013,1999,95,22
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti HIWAR,6013,1999,95,43
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti Mauritanien pour l'Union et le Changement (HATEM),6013,1999,95,100
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),6013,1999,95,6
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti Républicain pour la Démocratie et le Renouveau (PRDR),6013,1999,95,40
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti SAWAB (SAWAB),6013,1999,95,14
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti de la Construction et du Progrès (PCP),6013,1999,95,72
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti de l’Unité et du Développement (PUD),6013,1999,95,16
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti des Masses Mauritaniennes (PMM),6013,1999,95,12
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti le centre par L’action et pour le Progres (LE CAP),6013,1999,95,45
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti «El Islah» (El Islah),6013,1999,95,150
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Parti «Ravah» (RAVAH),6013,1999,95,13
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Rassemblement National pour la Réforme et le Développement (Tewassoul),6013,1999,95,771
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Rassemblement des Forces Démocratiques (RFD),6013,1999,95,3
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Sursaut de la Jeunesse pour la Nation (SJN),6013,1999,95,68
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Union des Forces de Progrès (UFP),6013,1999,95,12
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Union pour la Démocratie et le Progrès (UDP),6013,1999,95,3
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Ain Varba,Union pour la Planification et la Construction (UPC),6013,1999,95,17
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Alliance Populaire Progressiste (APP),5613,1802,59,4
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),5613,1802,59,2
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,NIDA ELWATAN (NIDA ELWATAN),5613,1802,59,68
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti Alliance Nationale Démocratique (AND),5613,1802,59,6
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti EL INSAF,5613,1802,59,638
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti EL VADILA (EL VADILA),5613,1802,59,25
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti El Karama (El Karama),5613,1802,59,10
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),5613,1802,59,40
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti HIWAR,5613,1802,59,9
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti Mauritanien pour l'Union et le Changement (HATEM),5613,1802,59,150
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),5613,1802,59,5
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti Républicain pour la Démocratie et le Renouveau (PRDR),5613,1802,59,23
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti SAWAB (SAWAB),5613,1802,59,8
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti de la Construction et du Progrès (PCP),5613,1802,59,67
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti de l’Unité et du Développement (PUD),5613,1802,59,126
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti des Masses Mauritaniennes (PMM),5613,1802,59,72
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti le centre par L’action et pour le Progres (LE CAP),5613,1802,59,16
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti «El Islah» (El Islah),5613,1802,59,386
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Parti «Ravah» (RAVAH),5613,1802,59,20
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Rassemblement National pour la Réforme et le Développement (Tewassoul),5613,1802,59,627
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Rassemblement des Forces Démocratiques (RFD),5613,1802,59,12
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Sursaut de la Jeunesse pour la Nation (SJN),5613,1802,59,16
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Union des Forces de Progrès (UFP),5613,1802,59,17
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Union pour la Démocratie et le Progrès (UDP),5613,1802,59,27
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Aweinat Thalle,Union pour la Planification et la Construction (UPC),5613,1802,59,17
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Devaa,Alliance Populaire Progressiste (APP),8887,1404,41,4
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Devaa,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),8887,1404,41,1
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Devaa,NIDA ELWATAN (NIDA ELWATAN),8887,1404,41,75
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Devaa,Parti Alliance Nationale Démocratique (AND),8887,1404,41,24
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Devaa,Parti EL INSAF,8887,1404,41,2122
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Devaa,Parti EL VADILA (EL VADILA),8887,1404,41,90
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Devaa,Parti El Karama (El Karama),8887,1404,41,61
2023,Législatives nationales des femmes,Hodh El Gharbi,Tintane,Devaa,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),8887,1404,41,11
